Year	Sector	Reporting Legal Name	Facility Name	CO2 (tonnes CO2 eq)	CH4 (tonnes CO2 eq)	N2O (tonnes CO2 eq)	HFC (tonnes CO2 eq)	PFC (tonnes CO2 eq)	SF6 (tonnes CO2 eq)	Total (tonnes CO2 eq)
2013	Chemical Manufacturing	Alberta Envirofuels	Alberta Envirofuels	254935	489	433	0	0	0	255858
2013	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	162446	349	349	0	0	3	163148
2013	Chemical Manufacturing	MEGlobal Canada Inc.	Fort Saskatchewan EOEG	92952	1479	0	0	0	0	94430
2013	Chemical Manufacturing	INEOS Canada Partnership	Joffre LAO Plant	147118	108	1101	0	0	0	148328
2013	Chemical Manufacturing	NOVA Chemicals Corporation	NOVA Chemicals Corporation (Joffre)	2954199	3729	12737	0	0	0	2970665
2013	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Chemical Manufacturing Facility	376451	473	251	0	0	0	377175
2013	Chemical Manufacturing	Shell Chemicals Canada Limited.	Scotford Chemical Plant	327982	255	627	257	0	0	329120
2013	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	496537	217	2306	0	0	0	499060
2013	Chemical Manufacturing	Dow Chemical Canada ULC	Western Canada Operations	1391655	2116	4498	4842	0	1	1403112
2013	Chemical Manufacturing	Air Products Canada Ltd.	Edmonton Hydrogen Facility	1080966	1031	261	0	0	0	1082257
2013	Chemical Manufacturing	Dow Chemical Canada ULC	Prentiss Manufacturing Facility	22038	459	23	0	0	0	22520
2013	Chemical Manufacturing	Methanex Corporation	Methanex Medicine Hat Methanol Plant	298569	1571	1546	0	0	0	301686
2013	Coal Mining	TransAlta Generation Partnership	Highvale Coal Mine	93715	61646	1057	0	0	0	156418
2013	Coal Mining	Coal Valley Resources Inc.	Coal Valley Mine	151563	57369	11588	0	0	0	220520
2013	Coal Mining	Teck Coal Limited	Cheviot Mine (Cardinal River Operations)	91278	26577	8427	0	0	0	126283
2013	Coal Mining	Grande Cache Coal Corporation	Grande Cache Coal Corporation	102882	102	7770	0	0	0	110753
2013	Conventional Oil and Gas Extraction	Blaze Energy Ltd.	Brazeau Gas Plant	78750	63584	1670	0	0	0	144003
2013	Conventional Oil and Gas Extraction	Keyera Corp	Brazeau River Gas Plant	74122	7995	2677	0	0	0	84794
2013	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	516032	3001	3227	0	0	0	522260
2013	Conventional Oil and Gas Extraction	Taqa North Ltd.	East Crossfield Gas Plant 9-14-28-1W5	123504	2455	409	0	0	0	126368
2013	Conventional Oil and Gas Extraction	Talisman Energy	Edson Gas Plant	201554	10980	1458	0	0	0	213992
2013	Conventional Oil and Gas Extraction	ConocoPhillips Canada Operations Ltd.	Elmworth Gas Plant	235884	18698	1504	0	0	0	256086
2013	Conventional Oil and Gas Extraction	Spectra Energy Empress LP	Empress Straddle Gas Plant	281355	5683	1163	0	0	0	288201
2013	Conventional Oil and Gas Extraction	Plains Midstream Canada	Fort Saskatchewan Storage and Fractionation	65303	65	355	0	0	0	65723
2013	Conventional Oil and Gas Extraction	Direct Energy Marketing Ltd.	Hanlan Robb Gas Plant	218003	26820	577	0	0	0	245401
2013	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	399571	28259	3395	0	0	0	431225
2013	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Judy Creek Gas Conservation Plant	56007	13210	1765	0	0	0	70983
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Karr Gas Plant	69793	8682	1423	0	0	0	79897
2013	Conventional Oil and Gas Extraction	SemCams ULC	Kaybob Amalgamated Sour Gas Plant	216012	12780	2782	0	0	0	231574
2013	Conventional Oil and Gas Extraction	SemCams ULC	Kaybob South #3 Gas Plant	411550	5760	1979	0	0	0	419288
2013	Conventional Oil and Gas Extraction	Keyera Corp	Nevis Gas Plant	83120	10362	2284	0	0	0	95766
2013	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Quirk Creek Gas Plant	120617	3638	1747	0	0	0	126002
2013	Conventional Oil and Gas Extraction	Husky Oil Operations Limited	Ram River	364519	4130	1384	0	0	0	370033
2013	Conventional Oil and Gas Extraction	Keyera Corp	Rimbey Gas Plant	358685	6048	2038	0	0	0	366771
2013	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Burnt Timber Gas Plant	159443	1521	763	0	0	0	161727
2013	Conventional Oil and Gas Extraction	Shell Canada Limited	Caroline Complex	487524	1579	4184	0	0	0	493288
2013	Conventional Oil and Gas Extraction	Shell Canada Limited	Jumping Pound Complex	206969	3337	1267	0	0	0	211573
2013	Conventional Oil and Gas Extraction	Keyera Corp	Strachan Gas Plant	256733	12180	2754	0	0	0	271666
2013	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	105355	5990	1219	0	0	0	112563
2013	Conventional Oil and Gas Extraction	Shell Canada Limited	Waterton Complex (Use)	354506	4772	3393	0	0	0	362671
2013	Conventional Oil and Gas Extraction	SemCams ULC	Windfall 8-17 GP	13375	1282	68	0	0	0	14725
2013	Conventional Oil and Gas Extraction	Direct Energy Marketing Ltd.	Wildcat Hills Gas Plant	93693	1931	545	0	0	0	96169
2013	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	29067	23437	554	0	0	0	53058
2013	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Olds Gas Plant	114784	3065	2125	0	0	0	119975
2013	Conventional Oil and Gas Extraction	Mazeppa Processing Partnership Limited	Mazeppa Sour Gas Plant	64378	628	187	0	0	0	65192
2013	Conventional Oil and Gas Extraction	AECO Gas Storage Partnership	Suffield Gas Storage Facility	27738	19244	181	0	0	0	47163
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Galloway Gas Plant	41685	16015	3452	0	0	0	61152
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Gold Creek Gas Plant	44759	15363	488	0	0	0	60610
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Wild River Compressor Station	34881	17830	3486	0	0	0	56196
2013	Conventional Oil and Gas Extraction	Cenovus Energy Inc.	Suffield Oil Battery 01-27	52566	1250	332	0	0	0	54147
2013	Conventional Oil and Gas Extraction	ConocoPhillips Canada Operations Ltd.	Berland Sweet Gas Plant	58870	11107	381	0	0	0	70358
2013	Conventional Oil and Gas Extraction	Devon Canada Corporation	Narraway Gas Plant	53933	4428	807	0	0	0	59167
2013	Conventional Oil and Gas Extraction	Pembina Pipeline Corporation	Resthaven Sweet Gas Plant 08-11	43007	26378	369	0	0	0	69754
2013	Conventional Oil and Gas Extraction	Encana Corporation	Sexsmith Sour Gas Plant	57728	518	195	0	0	0	58441
2013	Conventional Oil and Gas Extraction	Husky Oil Operations Limited	Rainbow Lake Gas plant	55111	2134	282	0	0	0	57527
2013	Conventional Oil and Gas Extraction	Keyera Corp	Gilby Gas Plant	68818	2155	1605	0	0	0	72577
2013	Conventional Oil and Gas Extraction	Keyera Corp	West Pembina GP	72201	1165	325	0	0	0	73690
2013	Conventional Oil and Gas Extraction	NAL Resources Management	Sylvan Lake Gas Plant 14-32-037-03W5M	52123	3511	1077	0	0	0	56711
2013	Conventional Oil and Gas Extraction	Keyera Corp	Minnehik Buck Lake Gas Plant	65862	5727	1368	0	0	0	72957
2013	Conventional Oil and Gas Extraction	Peyto Exploration and Development Corporation	Peyto Oldman 11-17-055-21 W5M	90187	23591	2989	0	0	0	116767
2013	Conventional Oil and Gas Extraction	Pembina Pipeline Corporation	Empress NGL Extraction Plant	70142	965	375	0	0	0	71481
2013	Conventional Oil and Gas Extraction	Spectra Energy Midstream Corporation	Gordondale East Gas Plant	46994	8990	878	0	0	0	56862
2013	Conventional Oil and Gas Extraction	Keyera Corp	Simonette Gas Plant	42835	3032	2235	0	0	0	48102
2013	Conventional Oil and Gas Extraction	Direct Energy Marketing Ltd.	Ferrier Gas Plant	40872	2978	1134	0	0	0	44985
2013	Conventional Oil and Gas Extraction	Talisman Energy	TLM Bigstone West Gas Plant	45853	1945	284	0	0	0	48081
2013	Conventional Oil and Gas Extraction	Talisman Energy	TLM Wild River Gas Plant	50413	10275	347	0	0	0	61035
2013	Conventional Oil and Gas Extraction	Veresen Energy Infrastructure Inc.	Hythe Brainard Sour Gas Plant	64007	9620	259	0	0	0	73887
2013	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Carson Creek GP 4-23	28915	10912	1606	0	0	0	41433
2013	Conventional Oil and Gas Extraction	Advantage Oil & Gas Ltd.	Glacier Sour Gas Plant 05-02	59799	17864	460	0	0	0	78123
2013	Conventional Oil and Gas Extraction	Peyto Exploration and Development Corporation	Peyto Nosehill 11-21-055-20 W5M	53824	6104	8510	0	0	0	68438
2013	Conventional Oil and Gas Extraction	Pembina Pipeline Corporation	Musreau Gas Plant	50983	20562	452	0	0	0	71996
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	BRINTNELL 9-2-81-23w4	38982	13459	200	0	0	0	52641
2013	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Kirby South 13-21-73-7W4	103770	1908	642	0	0	0	106319
2013	Conventional Oil and Gas Extraction	HARVEST OPERATIONS CORP.	Wainwright B Battery	2644	90992	12	0	0	0	93648
2013	Electric Power Generation	Alberta Power (2000) Ltd.	Battle River Generating Station	4405236	1208	19791	0	0	0	4426235
2013	Electric Power Generation	Calgary Energy Centre No. 2 Inc.	Calgary Energy Centre	415847	2655	3170	0	0	0	421673
2013	Electric Power Generation	TransCanada Energy Ltd.	Carseland Power Plant	295153	509	2260	0	0	0	297923
2013	Electric Power Generation	Encana Corporation	Cavalier Power Plant	277943	585	2040	0	0	0	280569
2013	Electric Power Generation	City of Medicine Hat	Electric Utility - Generation	358789	3049	2735	0	0	0	364573
2013	Electric Power Generation	Capital Power (Alberta) Limited Partnership	Clover Bar Energy Centre	185561	1196	1425	0	0	0	188182
2013	Electric Power Generation	TransAlta Generation Partnership	Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant	381079	688	2855	0	0	0	384621
2013	Electric Power Generation	Capital Power Generation Services Inc.	Genesee Thermal Generating Station	8946995	2825	48574	0	0	0	8998394
2013	Electric Power Generation	Milner Power Limited Partnership by its GP Milner Power Inc.	H.R.Milner Generating Station	714318	1338	3341	0	0	0	718997
2013	Electric Power Generation	TransAlta Generation Partnership	Keephills Thermal Electric Power Generating Plant	7557469	2107	49745	0	0	0	7609322
2013	Electric Power Generation	ATCO Power Canada Ltd.	Rainbow Lake Cogeneration Power Plant (Units 4-5)	238385	421	1751	0	0	0	240558
2013	Electric Power Generation	TransCanada Energy Ltd.	Redwater Cogeneration Plant	185172	293	1344	0	0	0	186809
2013	Electric Power Generation	Alberta Power (2000) Ltd.	Sheerness Generating Station	4786687	1529	21711	0	0	0	4809927
2013	Electric Power Generation	TransAlta Generation Partnership	Sundance Thermal Electric Power Generating Plant	12095357	3518	82644	0	0	0	12181518
2013	Electric Power Generation	Nexen Energy ULC.	Balzac Power Station	249812	1055	1913	0	0	0	252780
2013	Electric Power Generation	University of Alberta Heating Plant	Heating Plant	220233	99	119	0	0	0	220450
2013	Electric Power Generation	Whitecourt Power Limited Partnership	Whitecourt Electric Power Generating Facility	996	1417	5734	0	0	0	8146
2013	Electric Power Generation	Enmax Green Power Inc	Crossfield Energy Centre	131979	843	1005	0	0	0	133827
2013	Electric Power Generation	Canadian Forest Products Ltd.	Canfor Green Energy Combined Heat and Power Plant	3195	578	3775	0	0	0	7548
2013	Electric Power Generation	"Grande Prairie Generation, Inc."	Northern Prairie Thermal Electric Power Plant	131030	691	635	0	0	0	132357
2013	Electric Power Generation	DAPP Power LP	DAPP Power LP	846	552	4372	0	0	0	5771
2013	Electric Power Generation	Valley Power LP	Valley Power LP	652	329	2607	0	0	0	3588
2013	Electric Power Generation	University of Calgary	Central Heating and Cooling Plant	58918	13	15	0	0	0	58946
2013	Fertilizer Manufacturing	Agrium Inc.	Redwater Fertilizer Operations	1193614	62566	13011	0	0	0	1269191
2013	Fertilizer Manufacturing	Canadian Fertilizers Limited	Canadian Fertilizers Limited	1851340	1869	5233	0	0	0	1858443
2013	Fertilizer Manufacturing	Agrium Inc.	Carseland Nitrogen Operations	556861	28493	1953	0	0	0	587306
2013	Fertilizer Manufacturing	Orica Canada Inc.	Carseland Works	712	13	164432	0	0	0	165157
2013	Fertilizer Manufacturing	Agrium Inc.	Fort Saskatchewan Nitrogen Operations	587440	17153	1836	0	0	0	606428
2013	Food Manufacturing	Lantic Inc. Taber Factory	Lantic Inc. Taber Beet Sugar Factory	72039	10316	310	0	0	0	82665
2013	Miscellaneous Manufacturing	General Scrap Partnership	GenAlta Recycling Inc.	629	0	1	0	0	0	630
2013	Miscellaneous Manufacturing	General Scrap Partnership	Navajo Metals	1889	1	39	0	0	0	1929
2013	Natural Gas Distribution	ATCO Gas and Pipelines Ltd.	ATCO Gas - Distribution Systems	12802	127397	61	0	0	0	140260
2013	Non-Metallic Mineral Product Manufacturing	Graymont Western Canada Inc.	Exshaw Plant	147287	101	273	0	0	0	147661
2013	Non-Metallic Mineral Product Manufacturing	Lafarge Canada Inc.	Exshaw Cement Plant	939649	1651	0	0	0	185	941484
2013	Non-Metallic Mineral Product Manufacturing	Lehigh Hanson Materials Ltd.	Edmonton Plant	678273	112	928	0	0	0	679313
2013	Non-Metallic Mineral Product Manufacturing	Baymag Inc.	Baymag Exshaw Operations	123717	15	184	0	0	0	123916
2013	Oil Sands In Situ Extraction	"Cenovus FCCL Ltd., as operator for FCCL Partnership"	Christina Lake SAGD Bitumen Battery	1405303	4293	2327	0	0	0	1411923
2013	Oil Sands In Situ Extraction	Imperial Oil Resources Limited	Cold Lake	4561042	21787	22444	0	0	0	4605273
2013	Oil Sands In Situ Extraction	Japan Canada Oil Sands Limited	Hangingstone SAGD Demonstration Facility	229151	1067	352	0	0	0	230570
2013	Oil Sands In Situ Extraction	TransCanada Energy Ltd.	MacKay River Power Plant	822271	1424	6316	0	0	0	830011
2013	Oil Sands In Situ Extraction	Suncor Energy Oil Sands Limited Partnership	"MacKay River, In-Situ Oil Sands Plant"	197762	414	1134	0	0	0	199311
2013	Oil Sands In Situ Extraction	Shell Canada Limited	Peace River Complex 5-21	265145	4330	705	0	0	0	270180
2013	Oil Sands In Situ Extraction	Canadian Natural Resources Limited	Wolf Lake and Primrose Plant	2909408	67167	17226	0	0	0	2993802
2013	Oil Sands In Situ Extraction	Nexen Energy ULC.	Long Lake Project	4112991	9165	17183	0	0	0	4139339
2013	Oil Sands In Situ Extraction	Husky Oil Operations Limited	Tucker Thermal	529776	316	898	0	0	0	530990
2013	Oil Sands In Situ Extraction	Connacher Oil and Gas Limited	Pod One	223684	3869	1049	0	0	0	228602
2013	Oil Sands In Situ Extraction	Devon Canada Corporation	Jackfish 1 SAGD Plant	688726	5472	1182	0	0	0	695380
2013	Oil Sands In Situ Extraction	Shell Canada Limited	Orion Complex	183805	1414	958	0	0	0	186177
2013	Oil Sands In Situ Extraction	ConocoPhillips Canada Resources Corp.	Surmont SAGD Commercial Battery	544875	629	881	0	0	0	546385
2013	Oil Sands In Situ Extraction	"Cenovus FCCL Ltd., as operator for FCCL Partnership"	Foster Creek SAGD Bitumen Battery (with Cogen)	2182712	2491	7707	0	0	0	2192910
2013	Oil Sands In Situ Extraction	MEG Energy Corp.	MEG Christina Lake Regional Project	378059	3799	1922	0	0	0	383780
2013	Oil Sands In Situ Extraction	Suncor Energy Oil Sands Limited Partnership	Firebag	4661054	11116	30056	0	0	513	4702739
2013	Oil Sands In Situ Extraction	Connacher Oil and Gas Limited	Algar	267642	3777	1052	0	0	0	272471
2013	Oil Sands In Situ Extraction	MEG Energy Corp.	MEG Christina Lake Cogeneration Facility	685724	311	3309	0	0	0	689344
2013	Oil Sands In Situ Extraction	Statoil Canada Ltd.	Leismer SAGD Bitumen Battery	377383	676	680	0	0	0	378739
2013	Oil Sands In Situ Extraction	Devon Canada Corporation	Jackfish 2 SAGD Plant	511537	17260	923	0	0	0	529720
2013	Oil Sands In Situ Extraction	Southern Pacific Resource Corp.	STP McKay Thermal Project	136017	802	721	0	0	0	137539
2013	Oil Sands In Situ Extraction	MacKay Operating Corp	MacKay River Commercial Project	4856	2	17	0	0	0	4875
2013	Oil Sands Mining and Upgrading	Syncrude Canada Ltd.	Mildred Lake and Aurora North Plant Sites	10991091	1396262	161370	0	0	0	12548723
2013	Oil Sands Mining and Upgrading	ATCO Power Canada Ltd.	Muskeg River Cogeneration Plant	1319783	1870	7266	0	0	0	1328920
2013	Oil Sands Mining and Upgrading	Shell Canada Energy	Shell Albian Sands Muskeg River Mine	430087	25875	3139	547	0	0	459648
2013	Oil Sands Mining and Upgrading	Shell Canada Energy Limited	Scotford Upgrader and Upgrader Cogeneration	3291568	16805	20664	0	0	0	3329038
2013	Oil Sands Mining and Upgrading	Canadian Natural Resources Limited	Horizon Oil Sands Processing Plant and Mine	3465112	1058331	15171	0	0	41	4538655
2013	Oil Sands Mining and Upgrading	Suncor Energy Oil Sands Limited Partnership	Suncor Energy Inc. Oil Sands	7966326	399844	44361	2160	88	960	8413740
2013	Oil Sands Mining and Upgrading	Shell Canada Energy	Shell Albian Sands Jackpine Mine	1029790	15335	5724	486	0	0	1051335
2013	Oil Sands Mining and Upgrading	Imperial Oil Resources Limited	Kearl Oil Sands Processing Plant and Mine	667965	37533	15037	0	0	0	720535
2013	Petroleum and Coal Products Manufacturing	Suncor Energy Products Partnership	Edmonton Refinery	1243193	4738	4988	0	0	0	1252920
2013	Petroleum and Coal Products Manufacturing	Shell Canada Products	Shell Scotford Refinery	941911	19525	1993	287	0	0	963716
2013	Petroleum and Coal Products Manufacturing	Imperial Oil	Strathcona Refinery	1449994	1811	5731	0	0	0	1457536
2013	Petroleum and Coal Products Manufacturing	Rio Tinto Alcan	Strathcona Works	113235	1	7	0	0	0	113243
2013	Petroleum and Coal Products Manufacturing	Husky Oil Operations Limited	Lloydminster Refinery	88762	177	385	0	0	0	89324
2013	Pipeline Transportation	Foothills Pipe Lines Ltd.	"Foothills Pipeline, Alberta"	257061	12804	3324	0	0	0	273190
2013	Pipeline Transportation	Alliance Pipeline Ltd.	Alliance Pipeline Ltd. - AB Pipeline System	547459	26224	3835	0	0	0	577518
2013	Pipeline Transportation	ATCO Gas and Pipelines Ltd.	ATCO Pipelines	79996	128595	3373	0	0	0	211965
2013	Pipeline Transportation	Nova Gas Transmission Ltd.	"TransCanada Pipeline, Alberta System"	1793358	855427	24444	0	0	0	2673230
2013	Primary Metal Manufacturing	Sherritt International Corporation	Fort Saskatchewan	350691	17613	3618	0	0	0	371922
2013	Primary Metal Manufacturing	AltaSteel Ltd.	AltaSteel	76980	26	260	0	0	0	77265
2013	Waste Treatment and Disposal	City of Calgary	East Calgary Landfill	1011	39723	0	0	0	0	40734
2013	Waste Treatment and Disposal	Waste Management of Canada Corporation	West Edmonton Landfill	912	94801	113	0	0	0	95826
2013	Waste Treatment and Disposal	City of Lethbridge	Lethbridge Waste and Recycling Centre Disposal Site	520	78476	8	0	0	0	79004
2013	Waste Treatment and Disposal	EPCOR Water Services Inc.	Gold Bar Wastewater Treatment Plant	25090	1169	14775	0	0	0	41034
2013	Waste Treatment and Disposal	Beaver Regional Waste Management Services Commission	Beaver Regional Waste Landfill	10834	62751	63	0	0	0	73648
2013	Waste Treatment and Disposal	City of Calgary	Shepard Landfill	950	33316	0	0	0	0	34266
2013	Waste Treatment and Disposal	City of Calgary	Spyhill Landfill	858	52775	0	0	0	0	53633
2013	Wood Product Manufacturing	Alberta-Pacific Forest Industries Inc.	Alberta-Pacific Forest Industries Inc.	148140	2042	17245	0	0	0	167427
2013	Wood Product Manufacturing	Weyerhaeuser Company Limited	Grande Prairie Operations	84134	26156	10813	0	0	0	121103
2013	Wood Product Manufacturing	West Fraser Mills Ltd.	Hinton Pulp	149838	34692	10012	0	0	0	194542
2013	Wood Product Manufacturing	Daishowa-Marubeni International Ltd-Peace River Pulp	Peace River Pulp Division	128125	2672	11517	0	0	0	142314
2013	Wood Product Manufacturing	Millar Western Forest Products Ltd.	Whitecourt Pulp Divison	70496	30	358	0	0	0	70884
2013	Wood Product Manufacturing	Tolko Industries Ltd.	Tolko High Level Lumber Division	35431	12198	2601	0	0	0	50229
2013	Wood Product Manufacturing	West Fraser Mills Ltd.	Ranger Board	504	15053	28194	0	0	0	43750
2013	Wood Product Manufacturing	Ainsworth Lumber Co. Ltd.	Grande Prairie OSB Mill	12545	969	1538	0	0	0	15052
2013	Wood Product Manufacturing	Weyerhaeuser Company Limited	Edson O.S.B.	13991	169	1270	0	0	0	15430
2012	Chemical Manufacturing	Alberta Envirofuels	Alberta Envirofuels	231276	628	393	0	0	0	232297
2012	Chemical Manufacturing	Cancarb Ltd.	Cancarb Ltd.	142763	335	354	0	0	3	143455
2012	Chemical Manufacturing	MEGlobal Canada Inc.	Fort Saskatchewan EOEG	92538	5494	0	0	0	0	98032
2012	Chemical Manufacturing	INEOS Canada Partnership	Joffre LAO Plant	142112	106	1029	0	0	0	143247
2012	Chemical Manufacturing	NOVA Chemicals Corporation	NOVA Chemicals Corporation (Joffre)	2850683	5413	12257	0	0	39	2868393
2012	Chemical Manufacturing	MEGlobal Canada Inc.	Prentiss Chemical Manufacturing Facility	327435	554	235	0	0	0	328224
2012	Chemical Manufacturing	Shell Chemicals Canada Limited.	Scotford Chemical Plant	340895	364	652	5589	372	0	347873
2012	Chemical Manufacturing	Air Liquide Canada Inc.	Scotford Complex	457330	200	2130	0	0	0	459660
2012	Chemical Manufacturing	Dow Chemical Canada ULC	Western Canada Operations	1298939	2232	4420	3092	0	0	1308682
2012	Chemical Manufacturing	Air Products Canada Ltd.	Edmonton Hydrogen Facility	1102062	1016	214	0	0	0	1103291
2012	Chemical Manufacturing	Dow Chemical Canada ULC	Prentiss Manufacturing Facility	21546	586	26	0	0	0	22159
2012	Chemical Manufacturing	Methanex Corporation	Methanex Medicine Hat Methanol Plant	286256	2593	1472	0	0	0	290321
2012	Coal Mining	TransAlta Generation Partnership	Highvale Coal Mine	85224	143720	968	0	0	0	229912
2012	Coal Mining	Coal Valley Resources Inc.	Coal Valley Mine	159475	61647	12496	0	0	0	233618
2012	Coal Mining	Teck Coal Limited	Cheviot Mine (Cardinal River Operations)	100656	24414	8943	0	0	0	134013
2012	Coal Mining	Grande Cache Coal Corporation	Grande Cache Coal Corporation	116070	18491	11064	0	0	0	145626
2012	Conventional Oil and Gas Extraction	Blaze Energy Ltd.	Brazeau Gas Plant	85571	61850	1688	0	0	0	149108
2012	Conventional Oil and Gas Extraction	Keyera Corp	Brazeau River Gas Plant	72828	7887	2526	0	0	0	83240
2012	Conventional Oil and Gas Extraction	Inter Pipeline Extraction Ltd.	Cochrane Extraction Plant	538089	8815	3284	0	0	0	550188
2012	Conventional Oil and Gas Extraction	Taqa North Ltd.	East Crossfield Gas Plant 9-14-28-1W5	115174	2171	414	0	0	0	117759
2012	Conventional Oil and Gas Extraction	Talisman Energy	Edson Gas Plant	215942	8194	1417	0	0	0	225553
2012	Conventional Oil and Gas Extraction	ConocoPhillips Canada Operations Ltd.	Elmworth Gas Plant	251993	21202	1628	0	0	0	274823
2012	Conventional Oil and Gas Extraction	Spectra Energy Empress LP	Empress Straddle Gas Plant	293572	4450	1339	0	0	0	299361
2012	Conventional Oil and Gas Extraction	Plains Midstream Canada	Fort Saskatchewan Storage and Fractionation	66295	70	362	0	0	0	66728
2012	Conventional Oil and Gas Extraction	Suncor Energy Oil and Gas Partnership	Hanlan Robb Gas Plant	238811	22986	528	0	0	0	262325
2012	Conventional Oil and Gas Extraction	Taylor Processing Inc.	Harmattan Gas Processing Plant	374146	26144	2735	0	0	0	403026
2012	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Judy Creek Gas Conservation Plant	44507	11500	1412	0	0	0	57419
2012	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Judy Creek Production Complex	8637	4589	440	0	0	0	13665
2012	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Karr Gas Plant	63325	9186	1552	0	0	0	74063
2012	Conventional Oil and Gas Extraction	SemCams ULC	Kaybob Amalgamated Sour Gas Plant	223309	14107	3117	0	0	0	240533
2012	Conventional Oil and Gas Extraction	SemCams ULC	Kaybob South #3 Gas Plant	390788	5848	1897	0	0	0	398533
2012	Conventional Oil and Gas Extraction	Keyera Corp	Nevis Gas Plant	94623	12310	2868	0	0	0	109801
2012	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Quirk Creek Gas Plant	116584	3787	1760	0	0	0	122131
2012	Conventional Oil and Gas Extraction	Husky Oil Operations Limited	Ram River	409194	4162	1351	0	0	0	414707
2012	Conventional Oil and Gas Extraction	Keyera Corp	Rimbey Gas Plant	350367	6442	2259	0	0	0	359067
2012	Conventional Oil and Gas Extraction	Shell Canada Limited	Shell Burnt Timber Gas Plant	172452	1780	859	0	0	0	175090
2012	Conventional Oil and Gas Extraction	Shell Canada Limited	Caroline Complex	480375	1655	4046	0	0	0	486076
2012	Conventional Oil and Gas Extraction	Shell Canada Limited	Jumping Pound Complex	204063	3379	1344	0	0	0	208786
2012	Conventional Oil and Gas Extraction	Keyera Corp	Strachan Gas Plant	259380	11126	2656	0	0	0	273161
2012	Conventional Oil and Gas Extraction	Devon Canada Corporation	Wapiti Gas Plant	119376	6202	1316	0	0	0	126894
2012	Conventional Oil and Gas Extraction	Shell Canada Limited	Waterton Complex (Use)	265005	3331	4959	0	0	0	273295
2012	Conventional Oil and Gas Extraction	SemCams ULC	Windfall 8-17 GP	26579	5477	928	0	0	0	32984
2012	Conventional Oil and Gas Extraction	Direct Energy Marketing Ltd.	Wildcat Hills Gas Plant	118211	5020	1662	0	0	0	124893
2012	Conventional Oil and Gas Extraction	Apache Canada Ltd.	"Zama Gas Plant: 1, 2, 3"	29958	27477	550	0	0	0	57985
2012	Conventional Oil and Gas Extraction	Pengrowth Energy Corporation	Olds Gas Plant	108466	3133	2075	0	0	0	113673
2012	Conventional Oil and Gas Extraction	Mazeppa Processing Partnership Limited	Mazeppa Sour Gas Plant	80129	6414	226	0	0	0	86769
2012	Conventional Oil and Gas Extraction	AECO Gas Storage Partnership	Suffield Gas Storage Facility	18824	18095	120	0	0	0	37039
2012	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Galloway Gas Plant	44610	21707	4697	0	0	0	71015
2012	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	Gold Creek Gas Plant	45579	16476	1315	0	0	0	63370
2012	Conventional Oil and Gas Extraction	Canadian Natural Resources Limited	WILD RIVER 4-3	38782	18732	3960	0	0	0	61475
2012	Conventional Oil and Gas Extraction	ConocoPhillips Canada Operations Ltd.	Berland Sweet Gas Plant	56438	20464	366	0	0	0	77268
2012	Conventional Oil and Gas Extraction	Devon Canada Corporation	Narraway Gas Plant	54702	9503	845	0	0	0	65050
2012	Conventional Oil and Gas Extraction	Encana Corporation	Resthaven Sweet Gas Plant 08-11	46373	15320	322	0	0	0	62014
2012	Conventional Oil and Gas Extraction	Encana Corporation	Sexsmith Sour Gas Plant	57127	441	204	0	0	0	57771
2012	Conventional Oil and Gas Extraction	Husky Oil Operations Limited	Rainbow Lake Gas plant	59296	2920	303	0	0	0	62518
2012	Conventional Oil and Gas Extraction	Keyera Corp	Gilby Gas Plant	60827	2218	1436	0	0	0	64481
2012	Conventional Oil and Gas Extraction	Keyera Corp	West Pembina GP	73449	1221	311	0	0	0	74981
2012	Conventional Oil and Gas Extraction	NAL Resources Management	Sylvan Lake Gas Plant 14-32-037-03W5M	51317	3456	1072	0	0	0	55845
